# MJD m dm
60052.342765 20.679000 0.865000
60054.129435 20.969000 1.604000
60054.140551 19.610000 0.399000
60054.143461 20.859000 1.036000
60054.160880 21.770000 2.727000
60056.290795 -21.263000 1.188000
60056.294562 -20.489000 0.589000
60056.300111 20.870000 0.754000
60056.307102 -21.517000 1.735000
60058.284246 -21.642000 1.348000
60058.286064 -20.369000 0.541000
60058.288891 24.109000 14.857000
60058.309606 -20.475000 0.689000
60060.083344 -21.837000 2.455000
60060.112483 21.587000 2.493000
60060.112965 20.841000 1.068000
60060.115869 21.024000 1.449000
60060.116378 -21.386000 2.012000
60060.144632 21.060000 1.431000
60060.170520 -21.625000 3.449000
60063.069658 -24.150000 29.333000
60063.073698 22.221000 5.368000
60063.109362 21.352000 1.531000
60063.138202 19.886000 0.549000
60066.018170 19.871000 1.892000
60066.020161 19.887000 0.850000
60066.023368 -18.862000 0.534000
60066.045820 -19.014000 2.602000
60067.222051 20.371000 1.102000
60067.224780 21.584000 3.419000
60067.227529 19.869000 0.623000
60067.233707 19.695000 0.562000
60068.260276 -22.235000 8.094000
60068.263270 -19.577000 0.709000
60068.270890 20.398000 1.133000
60068.278713 20.945000 2.144000
60068.984017 -20.414000 1.167000
60068.986306 22.346000 7.148000
60068.989026 19.274000 0.561000
60069.009353 -20.181000 1.010000
60074.317807 20.143000 0.953000
60074.350319 20.860000 2.296000
60074.353183 -20.181000 1.230000
60074.380994 -21.880000 6.224000
60075.046674 19.138000 0.344000
60075.049439 -20.728000 1.245000
60075.056776 20.519000 1.037000
60075.067667 20.379000 0.838000
60076.245718 -20.050000 1.060000
60076.247882 21.099000 3.321000
60076.251060 20.264000 1.782000
60076.256708 -20.488000 1.611000
60079.347230 22.347000 5.065000
60079.352775 20.735000 1.144000
60079.383541 20.501000 2.109000
60079.387273 -20.602000 2.902000
60080.954403 21.169000 0.830000
60080.957587 21.599000 1.050000
60080.960336 21.052000 0.843000
60080.996010 -22.827000 4.556000
60082.222764 20.785000 1.151000
60082.225675 20.666000 1.067000
60082.228913 21.307000 1.667000
60082.248150 19.824000 0.373000
60083.971449 20.900000 0.618000
60083.973309 22.375000 2.813000
60083.976508 -20.449000 0.406000
60083.981582 23.476000 8.250000
60085.207913 20.748000 1.074000
60085.241212 21.426000 2.313000
60085.249381 -22.467000 5.808000
60085.274811 20.883000 1.148000
60087.154897 -19.071000 0.587000
60087.174632 17.497000 0.624000
60087.179744 20.431000 2.861000
60093.012299 -21.286000 1.000000
60093.015047 -20.748000 0.613000
60093.021605 21.651000 1.318000
60093.031123 -20.928000 0.713000
60109.256879 23.238000 7.867000
60109.259591 23.909000 12.750000
60109.265315 -20.744000 0.868000
60109.275509 21.979000 2.234000
60110.216947 -21.055000 1.132000
60110.217398 21.628000 1.907000
60110.221674 -21.721000 2.205000
60110.226356 -24.284000 20.200000
60110.226808 -24.436000 27.333000
60110.246211 -22.686000 3.850000
60110.249992 -19.636000 0.304000
60110.251053 0.000000 21.110000
60112.191134 -20.471000 0.725000
60112.194728 -21.152000 1.900000
60112.200476 -19.962000 0.697000
60112.231679 20.780000 0.965000
60119.912257 20.665000 1.343000
60119.915096 -23.843000 26.667000
60119.920427 19.757000 0.787000
